"Facial nerve palsy including Bell's palsy: Case definitions and guidelines for collection, analysis, and presentation of immunisation safety data","Barbara Rath, Jane F. Gidudu, Helen Anyoti, Brigid Bollweg, for the Brighton Collaboration Bell's Palsy Working Group, ","Vaccine, Volume 35, Issue 15, 4 April 2017, Pages 1972-1983, ",
Theoretical prediction and crashworthiness optimization of multi-cell square tubes under oblique impact loading,"TrongNhan Tran, Shujuan Hou, Xu Han, NhatTan Nguyen, MinhQuang Chau, ","International Journal of Mechanical Sciences, Volume 89, December 2014, Pages 177-193, ","Multi-cell square tubes under dynamic oblique impact loading were studied in our work. The theoretical predictions of mean crushing force, mean horizontal force, and mean bending moment were proposed by dividing the profile into basic angle elements based on a Simplified Super Folding Element (SSFE) theory. The formulas of an oblique impacting coefficient (竹) with a load angle of 15～ were proposed based on the geometric parameters, the inertia effect and the oblique loading angle by taking the effect of oblique loading and dynamic crushing into account for aluminum alloy tubes. A new method was proposed to find out a ※knee point§ from Pareto set with maximizing the reflex angle. The optimal configurations of multi-cell tubes were analyzed under axial and more than one oblique impact loadings. The results showed that the FE numerical results agreed well with the theoretical predictions."
"Sterane distribution of solid bitumen pyrolyzates. Changes with biodegradation of crude oil in the Ouachita Mountains, Oklahoma","Joseph A Curiale, William E. Harrison, Garmon Smith, ","Geochimica et Cosmochimica Acta, Volume 47, Issue 3, March 1983, Pages 517-523, ","Solid bitumens (grahamite and impsonite) of southeastern Oklahoma have been shown to originate from near-surface alteration of crude oil (Curiale, 1981; Curiale and Harrison, 1981). Pyrolysis of these solids has been employed to compare the sterane distribution of geographically proximate oils to that of the bitumens. The ratio of rearranged to regular steranes is higher in the pyrolyzates than in the oils, a finding consistent with a bitumen origin due to biodegradation of oil. The remaining presence of steranes, particularly regular steranes, in the bitumens suggests that sterane occlusion may have occurred prior to or during the alteration process, thus removing tetracyclic compounds from the influence of microbial attack. These data suggest that pyrolysis-GCMS offers a viable approach to correlation problems involving solid bitumens."
Orthogonal exponentials on the generalized plane Sierpinski gasket,"Jian-Lin Li, ","Journal of Approximation Theory, Volume 153, Issue 2, August 2008, Pages 161-169, ","The self-affine measure 米Mp,D corresponding toMp=2p02(p﹋Z)andD=00,10,01is supported on the the generalized plane Sierpinski gasket T(Mp,D). In the present paper we show that there exist at most 3 mutually orthogonal exponential functions in L2(米Mp,D), and the number 3 is the best. This generalizes several known results on the non-spectral self-affine measure problem."
Triage-weighted kappa: a more appropriate triage reliability measure,"Michele Twomey, Lee A. Wallis, Mary Lou Thompson, Jonathan E. Myers, ","Journal of Clinical Epidemiology, Volume 63, Issue 7, July 2010, Pages 806-807, ",
Data gathering problem with the data importance consideration in Underwater Wireless Sensor Networks,"Chien-Fu Cheng, Lung-Hao Li, ","Journal of Network and Computer Applications, Volume 78, 15 January 2017, Pages 300-312, ","In Underwater Wireless Sensor Networks (UWSNs), if sensors rely on multi-hop transmission to send sensing data to the sink above the water, sensors that are closer to the water's surface will deplete energy sooner because they share a larger load of the packet relaying work. This problem becomes worse if the water being monitored is very deep. This imbalance in energy consumption can be effectively mitigated by using an Autonomous Underwater Vehicle (AUV) to collect data. However, if the data to collect are important, the delay time required by this data gathering method may be too long. In this study, we integrate the two data gathering mechanisms mentioned above, namely utilization of AUVs and multi-hop transmission, to reduce the problem of unbalanced energy consumption and long delay time. Moreover, we also investigate how to determine the importance level of data and set delay time requirements without domain knowledge. Our purpose is to deliver data of higher importance to the sink within the delay time requirement. Our experimental results confirm that the proposed method can effectively mitigate the imbalance in energy consumption, reduce the delay time required for delivering important data, and also prolong the network lifetime."
MP36-02 CELL-SEEDED ACELLULAR DERMAL MATRIX GRAFT FOR RECONSTRUCTION OF LONG URETHRAL DEFECTS IN A CANINE MODEL,"Li Cheng, Jian Lin, Zicheng Wang, ","The Journal of Urology, Volume 197, Issue 4, Supplement, April 2017, Page e466, ",
Granulocyte-macrophage colony-stimulating factor (GM-CSF) targets myeloid leukocytes in the uterus during the post-mating inflammatory response in mice,"Sarah A Robertson, Aishling C O＊Connell, Sarah N Hudson, Robert F Seamark, ","Journal of Reproductive Immunology, Volume 46, Issue 2, March 2000, Pages 131-154, ","Factors in seminal plasma elicit a surge of GM-CSF expression in uterine epithelial cells after mating in mice. This study investigates the nature of the endometrial cell populations targeted by epithelial GM-CSF. In quantitative RT-PCR studies, expression of the 汐-subunit of the GM-CSF receptor (GM-CSF-R) parallelled GM-CSF expression, being maximal during the 48 h period after mating and declining thereafter. Expression of mRNA encoding 汕-common chain (AIC2B) also increased after mating and remained high until the time of embryo implantation on day 4 of pregnancy. Cells expressing GM-CSF receptors were identified in sections of uterus on the day after mating using 125I-GM-CSF, and were located predominantly in the endometrial stroma subjacent to the luminal epithelium, co-localising with abundant populations of myeloid leukocytes. Cells expressing GM-CSF receptor were identified as macrophages, granulocytes and putative dendritic cells by flow cytometric analysis using lineage and receptor subunit specific antibodies. Recombinant GM-CSF injected into the uterine lumen of ovariectomised mice was found to elicit a dose-dependant accumulation of macrophages and granulocytes in the endometrium, in a pattern of distribution comparable to that seen in uteri after natural mating. Together, these data indicate a role for epithelial cell-derived GM-CSF in mediating the recruitment and potentially in modifying the behaviour of uterine leukocytes during the post-mating inflammatory response in mice."
Rehabilitation in joint and connective tissue diseases. 1. Systemic diseases,"Neal Alpiner, Terry H. Oh, Steven R. Hinderer, Victoria A. Brander, ","Archives of Physical Medicine and Rehabilitation, Volume 76, Issue 5, Supplement 1, May 1995, Pages s32-s40, ","This self-directed learning module highlights new advances in this topic area. It is part of the chapter on rehabilitation in joint and connective tissue diseases in the Self-Directed Physiatric Education Program for practitioners and trainees in physical medicine and rehabilitation. This article discusses treatment and outcome in rheumatoid arthritis, musculoskeletal involvement in human immunodeficiency virus infection, scleroderma, systemic lupus erythematosus, and intraarticular injection of corticosteroids."
Influence of laser re-melting and vacuum heat treatment on plasma-sprayed FeCoCrNiAl alloy coatings,"Dan-yang Lin, Nan-nan Zhang, Bin He, Bing-qian Jin, Fu-yu Dong, ","Journal of Iron and Steel Research, International, Volume 24, Issue 12, December 2017, Pages 1199-1205, ","FeCoCrNiAl high entropy alloy coatings were prepared by supersonic air-plasma spraying. The coatings were post-treated by vacuum heat treatment at 600 and 900 ～C, and laser re-melting with 300 W, respectively, to study the influence of different treatments on the structure and properties of the coatings. The phase constitution, microstructure and microhardness of the coatings after treatments were investigated using X-ray diffraction, scanning electron microscopy and energy dispersive spectrometry. Results showed that the as-sprayed coatings consisted of pure metal and Fe-Cr. The AlNi3 phase was obtained after the vacuum heat treatment process. A body-centered cubic structure with less AlNi3 could be found in the coating after the laser re-melting process. The average hardness values of the as-sprayed coating and the coatings with two different temperature vacuum heat treatments and with laser re-melting were 177, 227, 266 and 682 HV, respectively. This suggests that the vacuum heat treatment promoted the alloying process of the coatings, and contributed to the enhancement of the coating wear resistance. The laser re-melted coating showed the best wear resistance."
"QSAR study on carbonic anhydrase inhibitors: water-soluble sulfonamides incorporating 汕-alanyl moieties, possessing long lasting-intra ocular pressure lowering properties〞a molecular connectivity approach","Vijay K. Agrawal, Meghna Banerji, Madhu Gupta, Jyoti Singh, Claudiu T. Supuran, ","European Journal of Medicinal Chemistry, Volume 40, Issue 10, October 2005, Pages 1002-1012, ","A QSAR study on a series of carbonic anhydrase (CA, EC 4.2.1.1) inhibitors, and more precisely on water-soluble sulfonamides incorporating 汕-alanyl moieties, possessing long lasting intra-ocular pressure lowering properties, was carried out using a series of distance-based topological indices. The regression analysis has shown that out of the pool of topological indices used, the 1聿 (first-order Randic connectivity index) is the best one for modeling CA inhibitory properties against all three investigated isozymes, the cytosolic CA I, CA II and the membrane-bound CA IV, and that excellent results are obtained in multiparametric regressions. The results are critically discussed on the basis of statistical parameters."
Photoadaptation of carboxylating enzymes and photosynthesis during a spring bloom,"John Clegg Smith, Trevor Platt, William G Harrison, ","Progress in Oceanography, Volume 12, Issue 4, 1983, Pages 425-459, ","Properties of the light saturation curve of photosynthesis and ribulose-1,5-bisphosphate carboxylase (RuBPC) activity are shown to change qualitatively in a natural population of marine phytoplankton during a spring bloom. Evidence is presented to show that these changes constitute photoadapative responses to increasing irradiance. As irradiance increased during the bloom, both the level of light-saturated photosynthesis (Pm) and the initial slope of the light saturation curve (汐 = photosynthetic efficiency) increased whether those parameters were normalized to chlorophyll a concentration (Pmb, 汐b) or to cell numbers (Pmc, 汐c). The magnitudes of these changes were such that Ik (= Pm/汐, the photoadaptation parameter) did not change, but Im, the light intensity at which photosynthesis becomes saturated, increased. RuBPC activity, both chlorophyll a (RuBPCb) and cell number normalized (RuBPCc), also increased during the bloom. We suggest that these adaptations were achieved by simultaneously increasing the number of photosynthetic units, proportionately decreasing the photosynthetic unit size, and increasing both the concentrations of the enzymes of the dark reactions and possibly also of photosynthetic electron transport components.We also observed diminished levels of photoinhibition in the high light adapted cells late in the bloom and have suggested that this was a consequence of the same suite of physiological changes.In situ carbon fixation per cell increased during the bloom whereas no change occurred in this parameter when normalized to chlorophyll a concentration. Although these photoadaptive responses thus permitted carbon to be fixed in situ more rapidly per cell, at a constant efficiency with respect to investment of energy in the photosynthetic apparatus, they did not result in a change in growth rate. Based on consideratios of the role of time scale in physiological adaptation, however, it is suggested that the observed alterations in photosynthesis with increasing irradiance might permit a cell to more rapidly fill an energy quota for division, possibly an advantage in a mixing environment in which energy is patchily distributed, both spatially and temporalyy.Phosphoenolpyruvate carboxylase activity when normalized to chlorophyll a (PEPCb) did not change during the bloom while chlorophyll a normalized dark carbon fixation decreased sharply and was quantitatively small compared to PEPCb. On this basis and considering that RuBPCb increased during the bloom, it is suggested that, although PEPC may be involved in dark carbon fixation, its most important quantitative role is probably an indirect one in light dependent photosynthesis.We have also considered the relevance of laboratory results on photoadaptation to interpretations of field studies and have suggested that batch culture studies must be treated with caution but that turbidistat and semi-continuous methods provide reasonable simulations of natural conditions."
pH-dependent KOW provides new insights in understanding the adsorption mechanism of ionizable organic chemicals on carbonaceous materials,"Hao Li, Yanbei Cao, Di Zhang, Bo Pan, ","Science of The Total Environment, Volume 618, 15 March 2018, Pages 269-275, ","The dominant adsorption mechanism of ionizable organic chemicals (IOCs) on carbonaceous materials is still unclear. This study used benzoic acid (BA), o-chlorobenzoic acid (2-CBA) and p-chlorobenzoic acid (4-CBA) as representatives of IOCs to investigate the dominant adsorption mechanism on graphene oxide (GO) and graphite (GP), with a specific emphasis on the impact of pH-dependent KOW. The order of apparent adsorption of the investigated chemicals changed with pH, which could not be explained by their constant KOW. According to our measurement, KOW varied greatly with pH. The pH-dependent adsorption of BA, 2-CBA and 4-CBA were significantly correlated with pH-dependent KOW for both GO and GP. Our observations indicated that the hydrophobic effects may dominate the apparent adsorption of BA, 2-CBA and 4-CBA on GO and GP. Electrostatic repulsion played a minor role in their reduced adsorption at high pH. Negative charge-assisted H-bond and 羽-羽 interactions may explain the adsorption of negatively charged BA, 2-CBA and 4-CBA on negatively charged GO. This study implied that pH-dependent KOW rather than constant KOW should be incorporated to understand IOC adsorption as affected by pH.Download high-res image (207KB)Download full-size image"
Crushing analysis and numerical optimization of angle element structures under axial impact loading,"TrongNhan Tran, Shujuan Hou, Xu Han, MinhQuang Chau, ","Composite Structures, Volume 119, January 2015, Pages 422-435, ","In this paper, theoretical expressions of the mean crushing force of the three different square multi-cell tubes were derived by applying the Simplified Super Folding Element (SSFE) theory. The profiles of three square multi-cell tubes were divided into several basic angle elements: right corner, T-shape, 3-panel, criss-cross, and 4-panel angle element. Numerical simulations and multi-objective crashworthiness optimization were also performed for the three tubes. A Pareto sets were obtained by the linear weighted average method. Deb and Gupta method was utilized to find out knee points from the Pareto frontiers for multi-cell tubes. The simulation results showed that the multi-cell tube type I with right corner, T-shape and criss-cross angle elements was the best one among the three tubes in the aspect of specific energy absorption (SEA). For all the tubes, the stable and progressive folding deformation patterns were developed. Finally, the theoretical predictions well coincided with the numerical results, and also validated the efficiency of the numerical optimization design method."
TWO T CELL SIGNALS ARE REQUIRED FOR THE B CELL RESPONSE TO PROTEIN-BOUND ANTIGENS,"Daniel M. Keller, James E. Swierkosz, Philippa Marrack, John W. Kappler, ","T and B Lymphocytes: Recognition and Function, 1979, Pages 373-382, ",
MP81-11 BRAIN-DERIVED NEUROTROPHIC FACTOR IS ONE IMPORTANT PROTEIN FOUND IN STEM CELL SECRETIONS THAT PROMOTES RECOVERY FROM STRESS URINARY INCONTINENCE,"Xiaoyi Yuan, Dan li Lin, Brett Hanzlicek, Mei Kuang, Margot Damaser, ","The Journal of Urology, Volume 199, Issue 4, Supplement, April 2018, Pages e1100-e1101, ",
"Recent advance in MXenes: A promising 2D material for catalysis, sensor and chemical adsorption","Jing Zhu, Enna Ha, Guoliang Zhao, Yang Zhou, Pengxiang Zhao, ","Coordination Chemistry Reviews, Volume 352, 1 December 2017, Pages 306-327, ","MXenes, a new, very recently emerging family of two-dimensional (2D) early transition metal carbides and/or nitrides, has attracted a great influence in the fields of physics, material science, chemistry, and nanotechnology. In this review, their synthesis, compelling physical, chemical, as well as their various potential applications in catalysis, sensors and adsorption are highlighted. First, the synthesis, structural variety, and chemical and physical properties are summarized. Then the electroactivity, durability, ease of functionalization of MXenes toward electrocatalysis and photocatalysis applications are introduced. The specific properties of metallic conductivity, biocompatibility, hydrophilic surface, and 2D layered atomic structure that make MXenes promising candidates in sensing of rapid, easy, and label-free detection are consequently discussed. Finally, how MXenes could be considered as ideal adsorbents due to the advantages of large surface area and abundant active sites is underlined. Promising theoretical calculations and first remarkable performances in these applications are also highlighted."
An efficient immune-based symbiotic particle swarm optimization learning algorithm for TSK-type neuro-fuzzy networks design,"Cheng-Jian Lin, ","Fuzzy Sets and Systems, Volume 159, Issue 21, 1 November 2008, Pages 2890-2909, ","In this paper, we propose a new learning algorithm that can be used to design TSK-type neuro-fuzzy networks. Though there has been a great deal of interest in the use of immune algorithms (IAs) for computer science and engineering, in terms of fundamental methodologies, they are not dramatically different from other algorithms. In order to enhance the IA performance, we propose the immune-based symbiotic particle swarm optimization (ISPSO) for use in TSK-type neuro-fuzzy networks for solving the prediction and skin color detection problems. The proposed ISPSO embeds the symbiotic evolution scheme in an IA and utilizes particle swarm optimization (PSO) to improve the mutation mechanism. In order to avoid trapping in a local optimal solution and to ensure the search capability of a near global optimal solution, mutation plays an important role. Therefore, we employed the advantages of PSO to improve the mutation mechanism and used a method that introduces chaotic mapping with certainty, ergodicity and the stochastic property into PSO to improve global convergence. Unlike the IA that uses each individual in a population as a full solution to a problem, symbiotic evolution assumes that each individual in a population represents only a partial solution to a problem. Complex solutions combine several individuals in the population."
HABITUAL EXERCISE LEVELS ARE ASSOCIATED WITH CEREBRAL AMYLOID LOAD IN PRE-SYMPTOMATIC AUTOSOMAL DOMINANT ALZHEIMER＊S DISEASE,"Belinda M. Brown, Hamid R. Sohrabi, Kevin Taddei, Samantha L. Gardener, The Dominantly Inherited Alzheimer Network, ","Alzheimer's & Dementia, Volume 13, Issue 7, Supplement, July 2017, Pages p894-p895, ",
A study of silicone rubber/polysulfone composite membranes: correlating H2/N2 and O2/N2 permselectivities,"Xianshe Feng, Pinghai Shao, Robert Y. M. Huang, Guoliang Jiang, Ren-Xian Xu, ","Separation and Purification Technology, Volume 27, Issue 3, 1 June 2002, Pages 211-223, ","Gas permeation through poly(dimethyl siloxane) coated polysulfone hollow fiber composite membranes was investigated. A semi-empirical correlation between the permselectivity to H2/N2 and the permselectivity to O2/N2 for a given membrane was developed on the basis of the phenomenological resistance model, taking into account the Knudsen diffusion through the defects that were not ＆repaired＊ by the surface coating. This correlation can be used to predict the membrane performance for H2/N2 separation from the O2/N2 separation data, which can be obtained more economically from an air separation test. The validity of the correlation was justified with experimental data. Since H2 is not required in evaluating the membrane performance for H2/N2 separation, this provides an economical tool for membrane evaluation and quality assurance in the development and manufacturing of industrial hydrogen separation membranes. Although the present work focuses on poly(dimethyl siloxane)/polysulfone composite membranes, the same approach can be applied to the other so-called ＆resistance model＊ type of membranes."
Chapter Two: Metabolomics of Neurodegenerative Diseases,"Alejandro Botas, Hannah Moore Campbell, Xu Han, Mirjana Maletic-Savatic, ","International Review of Neurobiology, Volume 122, 2015, Pages 53-80, ","Neurodegenerative diseases are progressive, devastating, and terminal, carrying both personal and societal burden. Currently, their diagnosis depends on their clinical presentation. No quantitative biomarkers exist to enable early verdict and commencement of therapy. The lack of diagnostic biomarkers stems from the unavailability of brain tissue, the complexity and heterogeneity of the brain and neurodegenerative pathology, and the fact that peripheral tissues such as blood, urine, and even cerebrospinal fluid might not reflect early stages of brain pathology. Moreover, accumulated evidence indicates the majority of these diseases are not genetically inherited; rather, the genes bring about the risk to develop them, but the trigger is not known. As metabolites are at the intersection between the genetic background of a cell or a tissue and the environmental effects on the same, metabolomics has emerged as a field with great promise to deliver new, biologically, and clinically relevant biomarkers for neurodegenerative disorders. Here, we review the basic principles of metabolomics and focus on studies performed in most common neurodegenerative diseases, such as Alzheimer＊s, Parkinson＊s, and Huntington's diseases, Multiple sclerosis, and Amyotrophic lateral sclerosis."
Prognostic value of dobutamine stress echocardiography in patients referred because of suspected coronary artery disease,"Mohammed Kamaran, Steven M. Teague, Robert S. Finkelhor, Neal Dawson, Robert C. Bahler, ","The American Journal of Cardiology, Volume 76, Issue 12, 1 November 1995, Pages 887-891, ","To determine whether dobutamine stress echocardiography (DSE) provides prognostic information beyond that available from routine clinical data, we reviewed the outcome of 210 consecutive patients referred for DSE to evaluate chest pain, perioperative risk, and myocardial viability. Dobutamine was infused in increments of 10 米g/kg/min in 5-minute stages to a maximum of 40 米g/kg/min. The dobutamine stress echocardiogram was considered abnormal only if dobutamine induced a new wall motion abnormality as determined by review of the digitized echocardiographic images in a quad screen format and on videotape. Thirty percent of tests were abnormal. An abnormal test was more common (p ≒ 0.02) in men and patients with angina pectoris, in patients taking nitrate therapy, or those with prior myocardial infarction or abnormal left ventricular wall motion at rest. Twenty-two deaths, 17 of which were cardiac, occurred over a median follow-up of 240 days (range 30 to 760). Sixteen cardiac deaths occurred in the 63 patients with versus 1 cardiac death among the 147 without a new wall motion abnormality (p ≒ 0.0001). Other variables associated with cardiac death (p ≒ 0.05) were age >65 years, nitrate therapy, ventricular ectopy during DSE, suspected angina pectoris, and hospitalization at the time of DSE. When cardiac death, myocardial infarction, and revascularization procedures were all considered as adverse outcomes, a new wall motion abnormality continued to be the most powerful predictor of an adverse cardiac event. We conclude that DSE provides greater prognostic information than that available from clinical data in a population known or suspected to have coronary artery disease and unable to exercise."
A ZMP based interval criterion for rollover-risk diagnosis,"Xu HAN, Joanny STEPHANT, Gilles MOURIOUX, Dominique MEIZEL, ","IFAC-PapersOnLine, Volume 48, Issue 21, 2015, Pages 277-282, ","This paper presents an interval criterion used to anticipate rollover accidents of all-terrain wheeled vehicles. The Zero Moment Point concept, initially designed for humanoid robots, is presented in the case of a 4 wheels vehicle, first in an ideal case of a perfectly flat ground and finally in the off-road context. This adaptation is done by assuming that the tyre/ground contact is no more punctual but distributed in a set enclosed in a computable box (3D interval). It is then possible to derive an interval version of the ideal ZMP-based criterion. The method is experimented by using data collected during a real experiment done with a vineyard harvester that is a typical case of wheeled reconfigurable vehicle. The interval criterion gives a flexibility for its interpretation that is more adapted to the complex and varying all-terrain context."
Quality of Life Is Improved in Uninsured Heart Failure Patients in Disease Management Programs in Public Hospitals,"Aurelia O'Connell, Tracy Finegan, Jennifer Galindo, Gisele Munoz, Charles McKay, ","Journal of Cardiac Failure, Volume 16, Issue 8, Supplement, August 2010, Page s6, ",
Anesthesia-inducing drugs also induce conditioned taste aversions,"Jian-You Lin, Joe Arthurs, Steve Reilly, ","Physiology & Behavior, Volume 177, 1 August 2017, Pages 247-251, ","Animals learn to reduce their intake of a tastant when its ingestion is followed by the administration of an anesthesia-inducing drug. To determine the nature of this intake suppression, the current study examined whether ketamine/xylazine (Experiment 1) and pentobarbital (Experiment 2) also conditionally reduce taste palatability. Using lick pattern analysis, we found that pairing saccharin with either drug reduced total licks, lick cluster size, and initial lick rate. Given that both lick cluster size and initial lick rate are indices of palatability, this pattern of results indicates that anesthesia-inducing drugs also induce conditioned taste aversions."
The Needle-Rolling Therapy for Treatment of Non-organic Chronic Insomnia in 90 Cases,"Li-sha HUANG, Dan-lin WANG, Cheng-wei WANG, You-ping HU, Ning LI, ","Journal of Traditional Chinese Medicine, Volume 29, Issue 1, March 2009, Pages 19-23, ","To evaluate the therapeutic effects of needle-rolling therapy for chronic insomnia.In the present multi-central randomly controlled clinical study, 180 cases of chronic insomnia were randomly divided into the following two groups, a treatment group (90 cases) treated by the needle-rolling therapy and a control group (90 cases) treated with clonopin. The treatment course for both the two groups was 4 weeks. The therapeutic effects were evaluated based on improvement of the TCM symptoms and the Pittsburgs's sleep-quality index (PSQI).After treatment, there were significant differences between the two groups in the effective rate (P < 0.05), and in the total score of PSQI and in the scores of the 4 sub-items, i.e. sleep-quality, sleep-efficiency, hypnotic and daytime function (P < 0.05). Although there was no significant difference between the two groups in the effective rate after a 3-month follow-up period, significant differences still existed in the 3 sub-items of sleep-efficiency, hypnotic, and daytime function of the PSQI (P < 0.05).As compared with hypnotics of the second generation, the needle-rolling therapy may show better therapeutic effects for chronic insomnia patients."
4682125 RF coil coupling for MRI with tuned RF rejection circuit using coax shield choke,"William H Harrison, Mitsuaki Arakawa, Barry McCarten, ","Magnetic Resonance Imaging, Volume 6, Issue 3, May每June 1988, Page iii, ",
Multi-objective building energy consumption prediction and optimization for eco-community planning,"Xu Han, Jingjing Pei, Junjie Liu, Luyi Xu, ","Energy and Buildings, Volume 66, November 2013, Pages 22-32, ","The planning of an eco-city/community involves multiple factors, including building energy consumption, carbon emission, initial cost, as well as local natural, geographical and socio-economic conditions. To assist policymakers and planners to make the optimum decisions, especially in the early planning stage of an eco-city/community, this paper developed a quick and convenient multi-objective prediction and optimization tool. Building energy consumption, carbon emission and initial cost were considered as three sub-objectives. The optimization parameters include those for building envelope (i.e. heat transfer coefficient, window shading coefficient, unit cost) and those for air-conditioning system (i.e. coefficient of performance) for each type of buildings. The building energy consumption was calculated based on the BIN method. The carbon emission was determined with the energy consumption and carbon emission factor of each energy type. The initial incremental cost was calculated with the material and product price. Priority consideration of the three sub-objectives was achieved by weight factor method during the optimization process. The weight factors could be determined empirically by policymakers, investors, or planners. The optimization results can be referred by decision makers. Finally, an eco-community in Chongqing, China was taken for a case study, and parameter sensitive analysis was conducted."
3 Dimensional Tracking of Blinking Suppressed Quantum Dots in Live Cells,"Aaron M. Keller, Yagnaseni Ghosh, Mary E. Phipps, Michael H. Stewart, James H. Werner, ","Biophysical Journal, Volume 106, Issue 2, Supplement 1, 28 January 2014, Page 216a, ",
basic program for reduction of data from community-level physiological profiling using Biolog microplates: rationale and critical interpretation of data,"Se芍n O＊Connell, Robert D Lawson, Mary E Watwood, R. M Lehman, ","Journal of Microbiological Methods, Volume 40, Issue 3, May 2000, Pages 213-220, ","A basic program is offered that reduces data resulting from mixed-species inoculations into Biolog microplates. The procedures of the program are supported by a critical review of the literature relating to Biolog data reduction. The availability of standardized, accelerated data reduction protocols will facilitate study comparisons and allow efficient evaluation of new data reduction approaches."
Decreased temporal variability in hippocampal theta rhythms of cats administered methylphenidate,"Neal Halfon, Daniel Goldowitz, Steven Glotzbach, Ralph Berger, ","Behavioral Biology, Volume 13, Issue 4, April 1975, Pages 497-503, ","Hippocampal theta activity, after an intraperitoneal injection of methylphenidate, was monitored in cats with chronically implanted hippocampal recording electrodes. Over a ninety minute control recording session, the hippocampal theta rhythm exhibited random fluctuations in activity levels. Following methylphenidate injections the temporal variability of the theta rhythm was significantly reduced. Hypotheses are presented on the possible role of the hippocampus in relation to the hyperkinetic syndrome observed in children."
Solvent-free biocatalytic amidation of carboxylic acids,"Ashok K. Prasad, Mofazzal Husain, Brajendra K. Singh, Rajinder K. Gupta, Virinder S. Parmar, ","Tetrahedron Letters, Volume 46, Issue 26, 27 June 2005, Pages 4511-4514, ",Lipase-catalyzed enantioselective amidation was performed by reacting the racemic amine with aliphatic acids in nonsolvent system. The reaction equilibrium was shifted towards amide synthesis by the removal of water under reduced pressure. This methodology avoids the use of activating agents and hazardous solvents.Lipase-catalyzed enantioselective amidation was performed by reacting the racemic amine with aliphatic acids in nonsolvent system. The reaction equilibrium was shifted towards amide synthesis by the removal of water under reduced pressure. This methodology avoids the use of activating agents and hazardous solvents.
Singularity of certain self-affine measures,"Jian-Lin Li, ","Journal of Mathematical Analysis and Applications, Volume 347, Issue 2, 15 November 2008, Pages 375-380, ","The self-affine measure associated with an iterated function system and a weight is uniquely determined. The problem of determining whether a self-affine measure is absolutely continuous or singular has been studied extensively in recent years. In the present paper we consider the singularity of certain self-affine measures. We obtain a sufficient condition for such measures being singular. Two applications of this result are given, which extend several known results in a simple manner."
Retroperitoneal Laparoscopic Live Donor Nephrectomy: A Cost-effective Approach,"Jianfei Ye, Yi Huang, Xiaofei Hou, Lei Zhao, Lulin Ma, ","Urology, Volume 75, Issue 1, January 2010, Pages 92-95, ","To establish a modified cost-effective and safe approach of retroperitoneal laparoscopic live donor nephrectomy (RPLLDN).Between December 2003 and December 2008, total of 109 living related renal donors underwent consecutive three-port RPLLDNs. The initial retroperitoneal space was created by insertion of a rubber catheter attached to a saline-filled midfinger of a glove. The renal hilum and ureter were circumferentially mobilized. The tributaries of renal vessels were divided by harmonic scalpel without any clips. In laparoscopy, the ureter was sheared with scissors. A longitudinal 6-8 cm skin incision was enlarged form the primary trocar distally to retrieve the graft. The main renal vessels were controlled, using 2 Hem-o-lok clips placed at each proximal ends. The graft was retrieved manually through the skin incision.All the 109 RPLLDNs were carried out successfully. The mean operation time and mean warm ischemic time was 129.7 ㊣ 42.6 and 3.6 ㊣ 1.2 minutes, respectively. The mean blood loss was 73.6 ㊣ 53.7 mL. No blood transfusion or open conversion was required. No major complication occurred in the donors, and only 5% of the donors suffered from minor complications. A total of 3% and 4% of the recipients developed major and minor complications, respectively, and 12.8% of the donors required analgesics. The mean level of postoperative serum creatinine of the donors was 1.31 ㊣ 0.22 mg/dL and the mean level of postoperative serum creatinine of the recipients at the first month was 1.59 ㊣ 0.91 mg/dL.The modified approach of RPLLDN could be a cost-effective and safe alternative for developing countries."
Magnetic resonance imaging and clinical correlations in multiple sclerosis,"Steven J. Huber, George W. Paulson, Donald Chakeres, Ann Pakalnis, Kottil W. Rammohan, ","Journal of the Neurological Sciences, Volume 86, Issue 1, August 1988, Pages 1-12, ","We examined the relationship between magnetic resonance imaging (MRI) cerebral findings and clinical evaluations in 66 patients with clinically definite multiple sclerosis (MS). MRI observations included total number and location of lesions visualized, degree of periventricular involvement, degree of degeneration of the corpus callosum, and extent of generalized parenchymal atrophy. Overall physical disability was evaluated by the Kurtzke Expanded Disability Status Scale (EDSS) and individual symptoms were rated according to the Kurtzke Functional Systems (FS) scale. Our results suggest that MRI brain abnormalities are significantly related to the overall severity of disease, but MRI is not particularly useful to predict the presence or absence of individual symptoms. These findings do suggest that the MRI may provide useful information to monitor clinical progression of patients with MS, but the lesions visualized need not always be symptomatic nor are we sure that all symptomatic lesions, particularly in the spinal cord and optic nerves, will be visualized."
Metastatic Fungal Chorioretinitis Developing During Trichosporon Sepsis,"Thomas J. Walsh, David H. Orth, Charles M. Shapiro, Robert A. Levine, James L. Keller, ","Ophthalmology, Volume 89, Issue 2, February 1982, Pages 152-156, ",A 70-year-old woman treated for acute myelogenous leukemia developed systemic trichosporosis and presumptive trichosporon chorioretinitis. The elevated choroidal lesion appeared during an episode of trichosporon sepsis and increased in size during immunosuppression. Possible retinal vein occlusion and neovascularization were further complications that may be due to the angioinvasive properties of the organism.
